field_id,availability,stability,private,value_type,base_type,item_type,instanced,arrayed,sexed,units,main_category,encoding_id,instance_id,instance_min,instance_max,array_min,array_max,debut,version,num_participants,item_count
130938,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2020-10-20,54,54
130939,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2020-10-20,54,54
130940,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2019-08-22,90,90
130941,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2019-09-09,90,90
130942,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2019-08-22,29,29
130943,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2019-08-22,29,29
130944,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2019-08-22,382,382
130945,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2019-08-22,382,382
130946,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2020-10-20,21,21
130947,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2020-10-20,21,21
130948,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2020-10-20,160,160
130949,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2020-10-20,160,160
130950,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2020-10-20,61,61
130951,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2020-10-20,61,61
130952,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2020-10-20,14,14
130953,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2020-10-20,14,14
130954,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2019-08-22,3,3
130955,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2019-08-22,3,3
130956,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2000-01-01,-1,-1
130957,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2000-01-01,-1,-1
130958,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2019-08-22,3,3
130959,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2019-08-22,3,3
130960,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2020-10-20,136,136
130961,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2020-10-20,136,136
130962,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2020-10-20,298,298
130963,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2020-10-20,298,298
130964,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2020-10-20,443,443
130965,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2020-10-20,443,443
130966,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2020-10-20,19,19
130967,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2020-10-20,19,19
130968,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2020-10-20,2,2
130969,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2020-10-20,2,2
130970,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2020-10-20,272,272
130971,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2020-10-20,272,272
130972,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2019-08-22,3,3
130973,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2019-08-22,3,3
130974,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2020-10-20,8,8
130975,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2020-10-20,8,8
130976,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2020-10-20,62,62
130977,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2020-10-20,62,62
130978,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2020-10-20,148,148
130979,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2020-10-20,148,148
130980,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2020-10-20,7,7
130981,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2020-10-20,7,7
130982,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2019-08-22,23,23
130983,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2019-08-22,23,23
130984,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2019-08-22,3,3
130985,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2019-08-22,3,3
130986,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2020-10-20,47,47
130987,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2020-10-20,47,47
130988,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2020-10-20,167,167
130989,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2020-10-20,167,167
130990,0,3,0,51,0,0,0,0,0,,2405,819,0,0,0,0,0,2019-07-16,2020-10-20,425,425
130991,0,3,0,21,11,0,0,0,0,,2405,2171,0,0,0,0,0,2019-07-16,2020-10-20,425,425
130992,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,223,223
130993,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,223,223
130994,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,59,59
130995,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,59,59
130996,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,93,93
130997,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,93,93
130998,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,2381,2381
130999,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,2381,2381
131000,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,798,798
131001,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,798,798
131002,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,104,104
131003,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,104,104
131004,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,351,351
131005,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,351,351
131006,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2019-08-22,6,6
131007,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2019-08-22,6,6
131008,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,105,105
131009,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,105,105
131010,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,99,99
131011,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,99,99
131012,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,54,54
131013,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,54,54
131014,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,377,377
131015,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,377,377
131016,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,644,644
131017,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,644,644
131018,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,28,28
131019,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,28,28
131020,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,74,74
131021,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,74,74
131022,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,3391,3391
131023,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,3391,3391
131024,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,214,214
131025,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,214,214
131026,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2019-08-22,4,4
131027,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2019-08-22,4,4
131028,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,255,255
131029,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,255,255
131030,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,1214,1214
131031,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,1214,1214
131032,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,5270,5270
131033,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,5270,5270
131034,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2000-01-01,-1,-1
131035,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2000-01-01,-1,-1
131036,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,2371,2371
131037,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,2371,2371
131038,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,2298,2298
131039,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,2298,2298
131040,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,48,48
131041,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,48,48
131042,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,2480,2480
131043,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,2480,2480
131044,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,37,37
131045,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,37,37
131046,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,644,644
131047,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,644,644
131048,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,8190,8190
131049,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,8190,8190
131050,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,327,327
131051,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,327,327
131052,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,25659,25659
131053,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,25659,25659
131054,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,5923,5923
131055,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,5923,5923
131056,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,9336,9336
131057,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,9336,9336
131058,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,249,249
131059,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,249,249
131060,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,19084,19084
131061,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,19084,19084
131062,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,3180,3180
131063,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,3180,3180
131064,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,3489,3489
131065,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,3489,3489
131066,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,484,484
131067,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,484,484
131068,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,234,234
131069,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,234,234
131070,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,1357,1357
131071,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,1357,1357
131072,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,8203,8203
131073,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,8203,8203
131074,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,24681,24681
131075,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,24681,24681
131076,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,5214,5214
131077,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,5214,5214
131078,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,1008,1008
131079,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,1008,1008
131080,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,352,352
131081,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,352,352
131082,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,505,505
131083,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,505,505
131084,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,654,654
131085,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,654,654
131086,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,4670,4670
131087,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,4670,4670
131088,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,1236,1236
131089,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,1236,1236
131090,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,286,286
131091,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,286,286
131092,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,495,495
131093,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,495,495
131094,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,321,321
131095,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,321,321
131096,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,435,435
131097,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,435,435
131098,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,36,36
131099,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,36,36
131100,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,310,310
131101,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,310,310
131102,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,3923,3923
131103,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,3923,3923
131104,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,642,642
131105,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,642,642
131106,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,1365,1365
131107,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,1365,1365
131108,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,703,703
131109,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,703,703
131110,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,1029,1029
131111,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,1029,1029
131112,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,18,18
131113,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,18,18
131114,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,5053,5053
131115,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,5053,5053
131116,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,160,160
131117,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,160,160
131118,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,1886,1886
131119,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,1886,1886
131120,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,543,543
131121,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,543,543
131122,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,377,377
131123,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,377,377
131124,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,2116,2116
131125,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,2116,2116
131126,0,3,0,51,0,0,0,0,0,,2406,819,0,0,0,0,0,2019-07-16,2020-10-20,2338,2338
131127,0,3,0,21,11,0,0,0,0,,2406,2171,0,0,0,0,0,2019-07-16,2020-10-20,2338,2338
131128,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,12827,12827
131129,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,12827,12827
131130,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,5448,5448
131131,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,5448,5448
131132,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,13082,13082
131133,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,13082,13082
131134,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,89,89
131135,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,89,89
131136,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,15428,15428
131137,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,15428,15428
131138,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,1176,1176
131139,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,1176,1176
131140,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,203,203
131141,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,203,203
131142,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,23773,23773
131143,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,23773,23773
131144,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,8705,8705
131145,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,8705,8705
131146,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,148,148
131147,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,148,148
131148,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,1312,1312
131149,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,1312,1312
131150,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,1700,1700
131151,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,1700,1700
131152,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,481,481
131153,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,481,481
131154,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,3720,3720
131155,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,3720,3720
131156,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,183,183
131157,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,183,183
131158,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,2858,2858
131159,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,2858,2858
131160,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,1119,1119
131161,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,1119,1119
131162,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,65,65
131163,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,65,65
131164,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,26196,26196
131165,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,26196,26196
131166,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,41320,41320
131167,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,41320,41320
131168,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,604,604
131169,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,604,604
131170,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,83,83
131171,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,83,83
131172,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,234,234
131173,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,234,234
131174,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,847,847
131175,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,847,847
131176,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,15,15
131177,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,15,15
131178,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,7146,7146
131179,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,7146,7146
131180,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,2334,2334
131181,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,2334,2334
131182,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,15051,15051
131183,0,3,0,21,11,0,0,0,0,,2407,2171,0,0,0,0,0,2019-07-16,2020-10-20,15051,15051
131184,0,3,0,51,0,0,0,0,0,,2407,819,0,0,0,0,0,2019-07-16,2020-10-20,4265,4265
